ref_number,incident_id,company,incident_date,incident_topic,incident_description,mapped_claim,source_links,legitimacy_flag,confidence_level,notes,publication_track,evidence_tier,source_family,verification_summary,source_origin,source_registry_key
42,ca-dmv-zoox-2026-02-05,Zoox,2026-02-05,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-02-05.,,https://www.dmv.ca.gov/portal/file/zoox_020526-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_020526-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
43,ca-dmv-waymo-2026-02-05,Waymo,2026-02-05,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-02-05.,,https://www.dmv.ca.gov/portal/file/waymo_020526_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_020526_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
44,ca-dmv-zoox-2026-02-04,Zoox,2026-02-04,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-02-04.,,https://www.dmv.ca.gov/portal/file/zoox_020426-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_020426-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
45,ca-dmv-waymo-2026-02-02,Waymo,2026-02-02,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-02-02.,,https://www.dmv.ca.gov/portal/file/waymo_020226_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_020226_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
46,ca-dmv-zoox-2026-02-02,Zoox,2026-02-02,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-02-02.,,https://www.dmv.ca.gov/portal/file/zoox_020226_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_020226_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
47,ca-dmv-zoox-2026-02-01,Zoox,2026-02-01,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-02-01.,,https://www.dmv.ca.gov/portal/file/zoox_020126_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_020126_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
48,ca-dmv-waymo-2026-02-01,Waymo,2026-02-01,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-02-01.,,https://www.dmv.ca.gov/portal/file/waymo_020126_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_020126_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
49,ca-dmv-waymo-2026-01-29,Waymo,2026-01-29,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-29.,,https://www.dmv.ca.gov/portal/file/waymo_012926_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_012926_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
50,ca-dmv-waymo-2026-01-26,Waymo,2026-01-26,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-26.,,https://www.dmv.ca.gov/portal/file/waymo_012626_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_012626_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
51,ca-dmv-waymo-2026-01-25-2,Waymo,2026-01-25,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-25.,,https://www.dmv.ca.gov/portal/file/waymo_012526_redacted_2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_012526_redacted_2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
52,ca-dmv-waymo-2026-01-25-1,Waymo,2026-01-25,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-25.,,https://www.dmv.ca.gov/portal/file/waymo_012526_redacted_1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_012526_redacted_1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
53,ca-dmv-zoox-2026-01-22,Zoox,2026-01-22,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-01-22.,,https://www.dmv.ca.gov/portal/file/zoox_012226_redacted-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_012226_redacted-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
54,ca-dmv-waymo-2026-01-21,Waymo,2026-01-21,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-21.,,https://www.dmv.ca.gov/portal/file/waymo_012126-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_012126-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
55,ca-dmv-zoox-2026-01-17,Zoox,2026-01-17,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-01-17.,,https://www.dmv.ca.gov/portal/file/zoox_01172026-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_01172026-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
56,ca-dmv-waymo-2026-01-15-2,Waymo,2026-01-15,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-15.,,https://www.dmv.ca.gov/portal/file/waymo_01152026_2-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_01152026_2-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
57,ca-dmv-waymo-2026-01-15-1,Waymo,2026-01-15,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-15.,,https://www.dmv.ca.gov/portal/file/waymo_01152026_1-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_01152026_1-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
58,ca-dmv-waymo-2026-01-14,Waymo,2026-01-14,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-14.,,https://www.dmv.ca.gov/portal/file/waymo_01142026-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_01142026-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
59,ca-dmv-waymo-2026-01-11,Waymo,2026-01-11,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-11.,,https://www.dmv.ca.gov/portal/file/waymo_01112026-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_01112026-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
60,ca-dmv-zoox-2026-01-10,Zoox,2026-01-10,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Zoox dated 2026-01-10.,,https://www.dmv.ca.gov/portal/file/zoox_01102026-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/zoox_01102026-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
61,ca-dmv-waymo-2026-01-09,Waymo,2026-01-09,autonomous_vehicle,California DMV published an autonomous vehicle collision report for Waymo dated 2026-01-09.,,https://www.dmv.ca.gov/portal/file/waymo_010926-pdf/ | https://www.dmv.ca.gov/portal/vehicle-industry-services/autonomous-vehicles/autonomous-vehicle-collision-reports/ | https://www.nhtsa.gov/laws-regulations/standing-general-order-crash-reporting,REVIEW,high,Generated from California DMV; source=https://www.dmv.ca.gov/portal/file/waymo_010926-pdf/,verified_accident,official_documented,autonomous_vehicle,"Fixed verified source California DMV documents this incident; editorial review still checks AI relevance, dedupe, and severity.",fixed_verified_source,ca_dmv_av_collisions
